Name,Status,Location,Price,Stars,Ratings,Link
Lenovo X1 Carbon '18 UK Engl i7-8550U WQHD-HDR 16G 256G NFC 3J. Captain Notebook,New (Other),From Germany,"47,890.45 CZK",0,0,https://www.ebay.com/itm/LENOVO-X1-CARBON-18-UK-ENGL-i7-8550U-WQHD-HDR-16G-256G-NFC-3J-CAPTAIN-NOTEBOOK/223685144928?_trkparms=ispr%3D1&hash=item3414ac7160:g:sYwAAOSwmPxbfplj&enc=AQAEAAACUBPxNw%2BVj6nta7CKEs3N0qULZjJxTvCYV0SGse3aZQFuWLj%2BSTRHCkKfTgZ8cJAdeJis401jz2QpMbU6TGvBqqeGIU16BmY8zf4AN05nfjXcOcEvHoFLfr6fYKcMjz0WyEzSjXXT7%2FoLMBCSUkJ0LRQQWBJGje1wBE4lqZm7GtLL3tK1Uvrw8OTZEZXPbMBUGyhUlLaTbooxFRcDypyMxMncGb5BlBAbAbglxLLd%2F0uJDCeGNoZImjgp%2FxtTGbACIjMpVajCnJ8HDZ1JHDWEOR3vpHAq7z%2F7tUZP1jgtxauPH49Ku2s2ahpDKYh05VkPGmn67B6D%2FrlfAyXUwCYuJiq6h0Mdf%2FG48fYxz9AgU%2Ff1xvWwevyU6yyg5Dhj99qQM5Se2cvdXL%2Bw6BRY3LOM6PB%2F7MTqFd3eAAPZCbKMBOH9y9KmUI4ek2boEJgsIP%2BKSmLFqZwrA8qoqLGeOhIoM0trjPIiHyRbU8WXTcvTh40gcgk3M6I43imU7jRJHTfVAm7ijJLrJF07dYiJMFQBRhNeKZlmedRSO7AC2bvbsMbF%2BMR2XZmGj3OSJUD0sXwGV50gMqnhrKQE%2B%2Fu3bM6uk9m2CCWWBRsTNRyNshVit2s6%2FVGF2RX81tpCoeTc0wLC%2FpsLcdi9LGrI9dZ3ZZAfttezU%2Bj5SZRSNs9UET%2FUShb%2FfpVFy56B3jYqJ0SqAsUrUYkQTYb5QXNm%2BIZ%2BYxFenBplm6Oe0bhW%2B8L0g1aeWTMiVSZAerB5eB827sA0o%2FFJLKM%2Bd2%2Fj2pM%2B4qnumapu16s%3D&checksum=22368514492808b6eba487484f418d7ea947f53ff6ad
Lenovo ThinkPad T450s Core i7-5600U 8GB 256GB FullHD IPS Touchscreen WWAN,Pre-Owned,From Germany,"12,356.95 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-T450s-Core-i7-5600U-8GB-256GB-FullHD-IPS-Touchscreen-WWAN/312720139086?_trkparms=ispr%3D1&hash=item48cf92a34e:g:ck0AAOSwWk1ePqCV&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qUJFGQEMnkmsdxvFYd9%2FdZR6GKWi7VSL%2BnXRXwKUVTNi3lDecEAHTg9DLNUG4nuKnEHECht6tJaadclJ1QvptSgU8ZWii8DWvcnubi80IIrREgwq3l0Lv7IJiNGJ%2BniJc%2B5nsfMEHdAbJ0vDeb3jnvMap3UDIvAvahYJMuRfciykgyvV%2BRd7lzOR%2B8beyIiKWUcX8Zi2%2BFMhquTVk8t%2FmW4VYjE0BuWZ6Qz0YJvWv%2FvE%2B4Boy39T0EOwm71v7pv7jbXeqKVuDwfL3BxwgNFFCaQ0JGs9VrH2U5H%2FBwhkG7bXE409g8IU%2FzIowGMwci1Enpgg5QgsCxO1dlZiiBTaRuSmWMjgL0n%2FKy2jEZXtIF0KHvJlyWUhAHYaVetih176fANHzlGMGHgGE%2Fcd5JUSD3N7%2Ffz4nbXkCNaVwW%2FOF%2FBqh9ImvdF1QodTVqvghhx7viRhqIvmjEjWTPFODKGDJgWbVleeZRbYUItmpKmIOdNTevIB5m2dD%2BuL06TRW9W7cLqlGLB4KoQVi8R8iJN7kEIr7gbqQyFYZdU5ylQbpCMjrfGptWQRRnrjNdIi7%2BV%2BOWkEJiJ6CgaYYphOLw%2BQavPzDaX5yh3PhlK96YgvjgNcwEs9S5irwkO01l4h2P3F1Sb0IHY%2FeZYJg%2FzrJVTYv7usZkDxmlO%2F7TQJ40KJEExCEczpbpSS9Jjg0vCctI4Ew3JsKQLbx3v5VlgBSK1sjf7As7mcdlg%2BRG0nB2YPFOvDA%3D%3D&checksum=31272013908608b6eba487484f418d7ea947f53ff6ad
Lenovo ThinkPad Yoga 14 Convertible Tablet i5-5200U 8GB 128GB TOUCH FHD IPS,Pre-Owned,From Germany,"11,348.20 CZK",0,0,https://www.ebay.com/itm/Lenovo-Thinkpad-YOGA-14-Convertible-Tablet-i5-5200U-8GB-128GB-Touch-FHD-IPS/312857984442?_trkparms=ispr%3D1&hash=item48d7c9fdba:g:tL4AAOSwYoZd2Rhx&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qWDChCdJNDAqSCcilNRFZSyhBavXeh2Sl4lit2ovQngH7fGx8UrlP%2B4s5uAJ1NSBK1g38bIsFATcCETrmXLf%2FWc63liVJuSCbSWHAnVEs9JLAEYW4QADhpWWaS%2B9BZmrrmnoreaiEr3IO9O4qjm%2Bnp33NrN%2BP0yBqs1D1B8pg9h9dqUpPFT%2BFMwY56h8vRNp4O%2B35jfX%2FtxOrcPonWK54K6N3P6OrGE7sa0qJfYahiFwnZLcT14O8VREhxtT4c95v%2BexcCjCvUuVapdhh0g%2FM%2B3yBah4yexcMsdbYeL3rpepUUP6Q7%2BYQg3Z6qBVMLQqFIPePN3M8X6%2Ffyhe3kDFRAKLRTqzYYjSwJxCgIioJ69egro0kXmIaP5v%2FWMiKloMgmWCg7GfTYguR5D6MFdVf9e7a9ofpQsTvK1zYeHdteEbg8BMOHB39miC%2BWLSoSpqW%2BLZ32n8VVqi%2FxNPzuk9NQpCAcHz06ZWFMeAe7j9X7ZBPdfFaM01J7onQYcLIK394VGB2%2F1WRCehBpmR%2FYERuMHuLVTDTWdGKlVBgrKqVq8cMShcj%2BtllkvByZoGpjpVISlCOyHcMkpaEFrzdytFcELSPC2tfMRHqMYFjnY6lkUPlxZkutzgLH5r%2Be5I88mDapK7C%2Fp92WN5HO3ToADrVOa1gQ0rGB4GgTPsThZa3k4pEBFaqi3EmbduJ5Z%2BsW%2F67U5x2qYBiWwHCuIlK2BO51IvVaVt5AGkclDSSDEZ0TDpA%3D%3D&checksum=31285798444208b6eba487484f418d7ea947f53ff6ad
Lenovo ThinkPad X1 Carbon Generation 5 i5-6300U 2.40 GHz 8GB 512GB SSD FHD 20K3,Refurbished,From Germany,"36,156.03 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-Generation-5-i5-6300U-2-40-GHz-8GB-512GB-SSD-FHD-20K3/263800139542?hash=item3d6bb6af16:g:hT0AAOSwFuxZ08T0
"Lenovo X1 Carbon 14'' 2.6GHz Core i7 5600U, 8GB RAM, 256GB SSD (L01)",Pre-Owned,From United Kingdom,"9,969.94 CZK",0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-14-2-6GHz-Core-i7-5600U-8GB-RAM-256GB-SSD-L01/174202901624?hash=item288f4d5478:g:0fYAAOSw-bReVmbj
"Lenovo ThinkPad X1 Carbon 7th Gen 14"" FHD i7-8565U 16GB 512GB SSD FPR Win10 Pro",Refurbished,From United States,"33,402.20 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-7th-Gen-14-FHD-i7-8565U-16GB-512GB-SSD-FPR-Win10-Pro/303456994185?hash=item46a7724389:g:MiYAAOSwDJFdVqw9
"Lenovo ThinkPad X1 Carbon 14"" Laptop - Core i5 1.6GHz CPU, 16GB RAM, 256GB SSD",Brand New,From United Kingdom,"48,294.34 CZK",Pre,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-14-Laptop-Core-i5-1-6GHz-CPU-16GB-RAM-256GB-SSD/183925160934?epid=28033930169&hash=item2ad2cb3be6:g:LNsAAOSwDOZdXBj3
Lenovo ThinkPad x1 Carbon (7th Gen) 20qd Core i7 Ultrabook 8565u/20qd00l7ge,Brand New,From Italy,"63,309.21 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-7th-Gen-20QD-Ultrabook-Core-i7-8565U-20QD00L7GE/293491122791?hash=item44556f2267:g:OGIAAOSwd-heVFLF
New Genuine Lenovo ThinkPad X1 Carbon 256GB SSD 04X4450,Brand New,From United States,"13,926.09 CZK",0,0,https://www.ebay.com/itm/New-Genuine-Lenovo-ThinkPad-X1-Carbon-256GB-SSD-04X4450/172241557971?hash=item281a6599d3:g:Y7AAAOSwMNxXYG6U
"ThinkPad X1 Carbon Gen 6 14"" Laptop•FHD•14.0""•IPS•M2•8GBGB•Intel®™ i5-8250U",Refurbished,From United States,"25,217.38 CZK",0,0,https://www.ebay.com/itm/ThinkPad-X1-Carbon-Gen-6-14-Laptop-FHD-14-0-IPS-M2-8GBGB-Intel-i5-8250U/293482972253?hash=item4454f2c45d:g:MgEAAOSwegReVo7G
"Lenovo ThinkPad X1 Carbon 14"" Ultrabook-Core i5 Mobile 1,6 GHz 35,6 cm",Brand New,From Germany,"51,469.00 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-carbon-14-Ultrabook-Core-i5-Mobile-1-6-GHz-35-6-cm/293384029312?hash=item444f0d0480:g:bmQAAOSwJjFd-12o
"Lenovo ThinkPad X1 Carbon i7 4600U 2,1GHz 8GB 160GB 14"" Win 10 Pro 1600x900",Pre-Owned,From Germany,"10,969.91 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-i7-4600U-2-1GHz-8GB-160GB-14-Win-10-Pro-1600x900/293478591501?hash=item4454afec0d:g:qdEAAOSw-sVcNDDF
"Lenovo ThinkPad Yoga 260 i5-6300U 2,4GHz 8GB 256GB SSD TOUCH FHD IPS B-Ware",Pre-Owned,From Germany,"10,062.29 CZK",0,0,https://www.ebay.com/itm/Lenovo-Thinkpad-Yoga-260-i5-6300U-2-4GHz-8GB-256GB-SSD-Touch-FHD-IPS-B-Ware/362693114142?_trkparms=ispr%3D1&hash=item547231b91e:g:McYAAOSwe3ddHdlw&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qX2BmThoavy1%2BV0WXuC7F92dZkEebAmHF4CkApkqFUEN9v1ginFbBn7wCct1VHsE9pbHm2PXijLKyIaqLHPvsreqVyK%2BpE57RYoPxjE6yQQi%2Be008nCXod2YQlRzBdeUojd38RuIv0yW8xEaPtknq%2F8xiMJkn3Z8GjKoODuHz3ovKiPMzLTZkT12vIyzleGNBxvaBQgV%2Bm3OqYgoWMhYnAbSg%2FxNsOfB17jO9f5fcQbNBoNM9Hrvti3cANmz%2BQSu4a0KIvVd7j8nD1%2FQXC6QQ6TUFuyQd4rjbVIfiLn1%2FiCL%2Bp%2FZVWCV62anv%2BE0GHCCaJqqY3j3hvm%2BKuEKzmJPOaqLXB2K%2FWq2JdaoyzK%2FFgx4f30PegklFrt2vktNSb9dxeVaBY5HgpL9QrBDUCguup3Vm5vIUyt7IcBgE1AF6vZbLVKIaosk%2BZ2oUY239EPHChhX5pygG8GrmbJKkXyVHLSxt6F8pL3cNomu1VDJ%2FtVJdE8RFYQbqzltsMzcAPgMKiCyLPoiBrBw5NN7aIhWhs916zC%2FGeVNbk0M%2BufH95QRjW9fkhi8MI4QUDbTFJglcsiWZaUDwCC7FdS1CKKJaiFJ4YGC%2BzFLSGxd4OmNHRNDEqDKZP21d3eoqiqaLO5Kq6Ynyh83Aq6tKi7TL5%2BA8laAmtYPnuUuEDqyia%2FP93WQvtQCW1ITnlWTatqJ5%2F2vEbuAu0NzylKT%2BcttapBGifyRQAUL1ku9k01DnsRT39Nbg%3D%3D&checksum=36269311414208b6eba487484f418d7ea947f53ff6ad
"Lenovo ThinkPad T440 Intel Core i5 1,90GHz 4GB 128GB SSD 14,4 Inch Web B",Pre-Owned,From Germany,"3,908.91 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-T440-Intel-Core-i5-1-90GHz-4GB-128GB-SSD-14-4zoll-WEB-B/123767722771?_trkparms=ispr%3D1&hash=item1cd1219313:g:29EAAOSw--9dg4nP&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qU8a3JEot6CChg86eTgsvZHBh9QTLPDj3L42UPnOw3av1lXWiUGolOT6USArjmyau6xvXUHSevu%2F%2FeZ4%2Fr53ZLwx8a0OcVEsiaodlYd3XsfJ2TeyfQuNteUQqkDkztuwxteE2WQrtWpnQtxlwNtk5SiJJ%2FXLc0dKYx3j%2F0kuOKdxvMRYCM4IdkOzDGx9jqungYfKJqNkod%2BYQwDcS8JOr45JQFQvUsTWEHqT%2BZ3cPwhEKYvQerPjV6yCegutHMgX1gEParhut3dOyY0JDI%2BV4ToVpbC41xe5ar05chjPp7ocwmVN3OJptuZMQMTsJ0BT5TFsx9kTFT6FahzShGLe1vAKJrbldVBV5zFWdCk1CLuZiNxzKZ2ZtNmHGw0N%2FfKtvDyWFZI5Ahk3GRYqbbXrRHX%2BDkPwvQgMMgqLSPfCXdn1%2Bq1TxjhgbMkY3PdFZyUTQ4obUrl%2BTMzesV8%2FSjIjq2UtkmTpjVi0Ew4IiC06j8Etl5CJpL4O2tvaDwMhtPSdryMvkzrWyq9OiZRxWnbraNZBS6McTQ%2FAfz8TjoCbp794UHxh1ajBxUwDWS7a7Qtcc9MnhA%2BlZMshw96G8H1BqLUCeM4HxNq1Ko2cLFTHQMkpXDBIFg4TdaPmPrs%2FAbvl9Yo1lpNcnboGSHF3MYinNn4NsQAXnGSLJq9fKm3B0aGNLTJ6pqnE0wL9z%2B%2Fb1F%2Fbb0%2BuPL%2F82wLlZYZuIZBZxpNUqrP6bXThFCeFSJKxmvQVQ%3D%3D&checksum=12376772277108b6eba487484f418d7ea947f53ff6ad
"Lenovo X1 Carbon 1st Gen 3444, i5 3337U 1.8GHz 240 GB Intel SSD 4 GB Win 10 Pro",Refurbished,From United States,"5,569.74 CZK",0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-1st-Gen-3444-i5-3337U-1-8GHz-240-GB-Intel-SSD-4-GB-Win-10-Pro/114096338421?hash=item1a90abf5f5:g:dooAAOSw8S9eNz8f
"Lenovo X1 Carbon 4th i5-6300U/8GB/512GB/14""FHD/W10P CMAR - 20FC-SE-SB1-Refurbish",Refurbished,From United Kingdom,"16,368.42 CZK",Pre,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-4th-i5-6300U-8GB-512GB-14-FHD-W10P-CMAR-20FC-SE-SB1-Refurbish/164095311570?hash=item2634d7bed2:g:rn0AAOSwFFVeVBi1
"Lenovo ThinkPad X1 Carbon i7 3667U 2GHz 8GB 512GB SSD 14"" Win 10 Pro",Pre-Owned,From Germany,"13,365.70 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-i7-3667U-2GHz-8GB-512GB-SSD-14-Win-10-Pro/303145236363?hash=item4694dd378b:g:p6QAAOSwBG9cffbu
Lenovo Thinkpad X1 Carbon G6 i5-8250U 256gb SSD 8GB Ram FHD LTE 20KH006DGE Top,Brand New,From Germany,"43,908.95 CZK",0,0,https://www.ebay.com/itm/Lenovo-Thinkpad-X1-Carbon-G6-i5-8250U-256gb-SSD-8GB-Ram-FHD-LTE-20KH006DGE-Top/253946139055?hash=item3b205e91af:g:YSkAAOSwmNlbzIEj
Lenovo x 1 carbon 3gen core i5 5200u 2. 2 ghz 4gb ram 250gb ssd 1920x1080,Pre-Owned,From Germany,"11,595.09 CZK",0,0,https://www.ebay.com/itm/Lenovo-X-1-Carbone-3Gen-Core-i5-5200U-2-2-GHZ-4GB-RAM-250GB-SSD-1920x1080/153539852457?hash=item23bfb038a9:g:Xe8AAOSw~Tdcb-IF
"Lenovo ThinkPad X1 Carbon i7 4600U 2,1GHz 8GB 512GB 14"" Win 7 Pro 1600x900",Pre-Owned,From Germany,"13,870.07 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-i7-4600U-2-1GHz-8GB-512GB-14-Win-7-Pro-1600x900/293478591421?hash=item4454afebbd:g:TyQAAOSwW~JcNDC1
"Lenovo ThinkPad X1 Carbon i7 4600U 2,1GHz 8GB 256GB 14"" Win 7 Pro 1600x900",Pre-Owned,From Germany,"11,348.20 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-i7-4600U-2-1GHz-8GB-256GB-14-Win-7-Pro-1600x900/303488899681?hash=item46a9591a61:g:b2EAAOSwH6lcXlpp
ThinkPad X1 Carbon '18 Lenovo i7-8550U 16GB 1TB-SSD LTE HDR WQHD Captain Notebook,Refurbished,From Germany,"49,025.30 CZK",0,0,https://www.ebay.com/itm/THINKPAD-X1-CARBON-18-LENOVO-i7-8550U-16GB-1TB-SSD-LTE-HDR-WQHD-CAPTAIN-NOTEBOOK/223733581881?_trkparms=ispr%3D1&hash=item34178f8839:g:XKgAAOSw9gxdvhC7&enc=AQAEAAACUBPxNw%2BVj6nta7CKEs3N0qUsMkExfxQUeoWn%2FqZbI6aUFngUszgxbrOfx5s22OF%2FVw6sGKReismtnqv5HAIMHtnNBiAiudaNVahzPcPLb%2Bn%2FR9zeVbiQIR2s4ZcSmLVzFSgVlDvfqPLvGEnqDzOga%2BSy2wF15SCy6znmCQVmjTei9e9H5VZ1FkUxQzQqTP1pk%2F%2Fa77ZycgjDMMV8RT2Z9ePbRAfOtZpCE%2BrXayP8eRabIyQ2%2BoIhT7YW8aD9eE46VesEXwA5c1cJmNaF96KUP8dDwP1s4HCfkewfI%2B8ijfVQaHk6HIRXNWRDXO96YQ7sfQMHk53UYwuUk9KkyGJeDjhzh1cIsLlIPT8khXGWJYQiC5oVsLuOcHT8S2i5iTDSoK2h5plIKnz2EcFRLh49YhhyUnphz2iNN4iHV7sL7vphdAbFZw8esTQV%2FW4moaT3f8bERuZkcFTOb%2BGl0WtLMwmq9pewxWr%2Fv%2FE40RrNbixdl6hzh4B6kUG7OoDdEzlSdgVb%2FyFGyN%2FpVOItKZa3nn%2BRykfJJga9Riy2FGKMxiTnA4XFCzyV2pWoAYFVuvltlxciCn4HqiwJ8euT%2FZxiL6gNaW0h4FmbuyqWlz2obI8djt75uxSyTLev1xbECP4zy%2BtGuvz1vBhcT4AAspBvKvwbbzSCkYVq1ztpy4qWE8WA79x2lYO8%2F%2FjthiqJeFl8%2FRpODWV6u4n8qwAjFpt0VH8jnK1mkWKhqJkLzeyd5U2gN0vVQgb7R3tYOymxZOxLmQ6sAi5wC0A73N03qlZfnw4%3D&checksum=22373358188108b6eba487484f418d7ea947f53ff6ad
Lenovo ThinkPad Yoga 14 Convertible i5-5200U 4GB 500GB Touch FullHD IPS TB,Pre-Owned,From Germany,"10,087.26 CZK",0,0,https://www.ebay.com/itm/Lenovo-Thinkpad-YOGA-14-Convertible-i5-5200U-4GB-500GB-Touch-FullHD-IPS-TB/313009685124?_trkparms=ispr%3D1&hash=item48e0d4c284:g:JD0AAOSwv9peVN4q&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qX%2BoHeCfur0sByr69yVWBb0T1zZu208TCXBWCcxqJpQvoi7h9A054DzEjRud7BhpAhR%2FxUDEH%2BU6D5GaFwsG2ieRv6k6v63x6QR2ED5RumsvM%2FohmkcrGdXlLkM3sXMBUuQlNv3ScS2V1gboN6V5Dgv6OpZEFpK9neeiHggWMrrs81H96lUPQe%2BUVoKJNaAR3DHQijK3vNG7qdcmBnYRepuSvOV8ivS93YMXjl%2BNQlHYGMTlYTqAEvtE34gF%2F4L9XCj%2FPaNtggGm6QdACEzRpRTxgq8gWbyL38Vvdz2cdGl5jRKU8qSiW6tkMHbsFhJKiG8S0CSMSu0uXhFKGol0mWAeUIG50FtGBYZw3RthXdcUGVLO54L%2BkO5evUiw2BPrLNhakGEt9PJv4o9SbxeO%2BIwdEx%2B3oiQGWHMLjLPrYfx5QEtn0jq%2F6iIn6iG9R9Oct%2BrUw%2FsZ7Y9hVQnMWWYdpN0ofu9yLhaDc76tZT%2FgbUb4g0AUcYFHBKgVRet3B%2FHfP792onIThYtK3LXmJtTuQ%2FVZNT9LNTpD8pPCxBSMXQoZSu6ChDdcld8u3ss18OwAiCck%2FTG5A6QR0RqQXmbHX5ELrnOl%2FJ%2FzM5lrNE4kY33MQj%2BIzVPCZe01YFYrA8z5kiaqxKq6kCetT7K5BHSJhPZVnjohgpeHQ0SGRwdmPsLEUnSKUDIRtQLSX%2FcrliYsa3OrspUvwDdhXY7oipoxGZK3lA307iCSaNoQbutTSlUdA%3D%3D&checksum=31300968512408b6eba487484f418d7ea947f53ff6ad
"Lenovo ThinkPad X1 Carbon i7 4600U 2,1GHz 8GB 512GB SSD 14"" Win 7 Pro 1920x1080",Pre-Owned,From Germany,"14,122.26 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-i7-4600U-2-1GHz-8GB-512GB-SSD-14-Win-7-Pro-1920x1080/303488899801?hash=item46a9591ad9:g:lo4AAOSwmPlcNDDO
"Lenovo ThinkPad X1 Carbon i7 4600U 2,1GHz 8GB 256GB SSD 14"" Win 7 Pro 1920x1080",Pre-Owned,From Germany,"11,600.38 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-i7-4600U-2-1GHz-8GB-256GB-SSD-14-Win-7-Pro-1920x1080/303488899817?hash=item46a9591ae9:g:5IkAAOSwltxcNDDQ
"Lenovo ThinkPad X1 Carbon i7 4600U 2,1GHz 8GB 128GB SSD 14"" Win 10 Pro 1920x1080",Pre-Owned,From Germany,"10,843.82 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-i7-4600U-2-1GHz-8GB-128GB-SSD-14-Win-10-Pro-1920x1080/303488899877?hash=item46a9591b25:g:9IAAAOSwjlVcNDDg
"Lenovo ThinkPad X1 Carbon i7 4600U 2,1GHz 8GB 256GB 14"" Win 10 Pro 1600x900",Pre-Owned,From Germany,"11,348.20 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-i7-4600U-2-1GHz-8GB-256GB-14-Win-10-Pro-1600x900/293478591468?hash=item4454afebec:g:GNUAAOSwuA9cNDC7
"Lenovo ThinkPad X1 Carbon i7 4600U 2,1GHz 8GB 128GB 14"" Win 10 Pro 1600x900",Pre-Owned,From Germany,"10,591.63 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-i7-4600U-2-1GHz-8GB-128GB-14-Win-10-Pro-1600x900/303488899766?hash=item46a9591ab6:g:Q~wAAOSwxO9cNDDQ
"Lenovo X1 Carbon i7 8550u, 8gb, 512gb, 4G, Warranty till May 2022 1080, Mint+BOX",New (Other),From United Kingdom,"33,203.93 CZK",0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-i7-8550u-8gb-512gb-4G-Warranty-till-May-2022-1080-Mint-BOX/133339041772?hash=item1f0ba04fec:g:NB0AAOSwf~Nd7VKi
Lenovo ThinkPad X1 Carbon 2nd Gen Laptop - i5-4300u CPU 4GB RAM 256GB SSD Webcam,Refurbished,From United States,"8,008.17 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-2nd-Gen-Laptop-i5-4300u-CPU-4GB-RAM-256GB-SSD-Webcam/283301394002?hash=item41f6143652:g:WfUAAOSw-ghb20TO
"Lenovo ThinkPad X1 Carbon i7 4600U 2,1GHz 8GB 128GB 14"" Win 7 Pro 1600x900",Pre-Owned,From Germany,"10,591.63 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-i7-4600U-2-1GHz-8GB-128GB-14-Win-7-Pro-1600x900/303488899893?hash=item46a9591b35:g:DiEAAOSwxrJcNDU~
"Lenovo X1 Carbon i7 5500U 2,4GHz 8GB 256GB SSD 14"" Win 10 Pro 2560x1440",Pre-Owned,From Germany,"14,626.64 CZK",0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-i7-5500U-2-4GHz-8GB-256GB-SSD-14-Win-10-Pro-2560x1440/293476905962?hash=item44549633ea:g:aREAAOSwKg9dHW3~
Lenovo ThinkPad X1 Carbon 2nd Gen Intel i5-4300U 8GB No SSD No OS UTS0061623,Refurbished,From United States,"3,249.69 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-2nd-Gen-Intel-i5-4300U-8GB-No-SSD-No-OS-UTS0061623/184101761555?hash=item2add51f213:g:ydsAAOSwXeteBhJ9
"Lenovo X1 Carbon i7 4600U 2,1GHz 8GB 512GB SSD 14"" Win 10 Pro IPS Touch 2560x144",Pre-Owned,From Germany,"15,383.20 CZK",0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-i7-4600U-2-1GHz-8GB-512GB-SSD-14-Win-10-Pro-IPS-Touch-2560x144/303257513970?hash=item469b8e6ff2:g:DkIAAOSwfvtcNsio
"Lenovo ThinkPad X1 Carbon 6th i5-8250U 8GB 512GB SSD 14"" FHD Win10Pro 20KHS07W00",Refurbished,From Germany,"36,794.19 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-6th-i5-8250U-8GB-512GB-SSD-14-FHD-Win10Pro-20KHS07W00/303490437453?hash=item46a970914d:g:bsAAAOSwe2JeSmSg
"ThinkPad X1 Carbon Gen 6 14"" Laptop•M2•Intel® UHD 620•QHD•14.0""•IPS•W10P",Refurbished,From United States,"36,214.34 CZK",0,0,https://www.ebay.com/itm/ThinkPad-X1-Carbon-Gen-6-14-Laptop-M2-Intel-UHD-620-QHD-14-0-IPS-W10P/303492169514?hash=item46a98aff2a:g:8kwAAOSwZPVeVpJ7
"HP EliteBook 820 G1 Core i5-4200u 1,60Ghz 8GB 128SD 12 Zoll UMTS Web Cam Top",Refurbished,From Germany,"4,413.29 CZK",0,0,https://www.ebay.com/itm/HP-EliteBook-820-G1-Core-i5-4200u-1-60Ghz-8GB-128SD-12zoll-UMTS-WEB-CAM-TOP/123161326887?_trkparms=ispr%3D1&hash=item1cacfcb527:g:Qt8AAOSwH3Nd5WqX&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qVP6dHCNSi5TBcHFrMbIL%2Fh%2BTRETcw%2FfasVLCZ7ZLsmu%2FP%2B%2BXXbvJxbswZdBIILNrChnRUlE%2FCbofKGu1EhJf%2BsFEFBIqMz3i0yzSCvGxK3zrJUCX7aKdYRH9wpuA4Q3ttkziCG1N5x%2BeYarCXr8NgqKkNcxo0G1%2BbIxavbzKqOv9Bce0rAlDjVmrBVb0v5psGUfI2nerQ9penFMk%2FYZAzEdJHG5qzbbZUvJ7WraRScmLRmuQAoLWENc3zWXKur39QYOlX8M5usoyhqfBNUgoyxiPN8EqUFlaWbMIMn%2Bi8bWUdxjMudj4LacTHj3JVcl2mDIlax40ufYsVkADIw75kQFsLuWaJhEZxes67qugr4b52M4nGlTMw%2FcHgqcrri5jeu86uPzZXr%2BykA2ghLf2oOVCWtecDzFT04u4hDAYz%2F4BIktr2LNcQ9T6SCLYSfhW3Fs1fIAlSjgKwlZIdX%2FlY6nKZ8zvIAShc75xiYMeeDtTD80we%2B06BNqPBfxZuHascdxttLRwLhDrFVfikCNlf%2FLhGO4NQTNemDbS1VAWdRasSy1XL8BBkbbq9WORtGQid2ug6h04Zph6qJ9bmaIOPJA77zMxdM1VgQ%2Bq00WaEi53eabAsXxCitDmFyh5SFInpwF6TmczyWcZbJ69JnBu%2Fn9KHzABJe5tRADu6ZTMZBj3t%2BF0TlWREnk%2FJRzeuvlejCyaAh7N%2BwRZFY0jzcfdBzJ0ix01NB4qKKLwbzIP9Tkw%3D%3D&checksum=12316132688708b6eba487484f418d7ea947f53ff6ad
