,Name,Status,Location,Price,Stars,Ratings,Link
883," IdeaPad 510s  I3-6100U 2,30 GHz 8GB 128 15   ",Refurbished,From Germany,7187.35,0,0,https://www.ebay.com/itm/lenovo-Ideapad-510s-Core-I3-6100U-2-30-Ghz-8GB-128SSD-15Zoll-HDMI-Windows-10/202519341987?hash=item2f2717eba3:g:ZasAAOSwFVJeIduW
558,  X1 Carbon   Free Shipping,Pre-Owned,From United States,6963.39,0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-Laptop-Windows-10-Free-Shipping/273795007366?hash=item3fbf744386:g:GhkAAOSwUaNZ3DcZ
329,  X1 Carbon 14in. / - Customized,Refurbished,From United States,6940.41,4.5,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-14in-Notebook-Laptop-Customized/282957834809?epid=118267529&hash=item41e199ea39:g:P~4AAOSwgoxbKOFh
1028,"  X1 Carbon  I5, 8GB Ram spots",Pre-Owned,From Germany,6809.07,0,0,https://www.ebay.com/itm/Lenovo-Notebook-X1-Carbon-14-I5-8GB-Ram/174189337465?hash=item288e7e5b79:g:aaMAAOSwh4BeRDRX
333,  x1 Carbon   i5 2.3Ghz 8GB 180GB  ,Refurbished,From United States,6686.01,Len,0,https://www.ebay.com/itm/Lenovo-Thinkpad-x1-Carbon-intel-Core-i5-2-3Ghz-8GB-180GB-Windows-10-Pro-webcam/392665252618?epid=23030269362&hash=item5b6cac430a:g:fwMAAOSwKCheNJ0H
339,  X1 Carbon   i5 1.90GHz 8GB RAM 256GB  ,Refurbished,From United States,6383.09,0,0,https://www.ebay.com/itm/Lenovo-Thinkpad-X1-Carbon-Intel-Core-i5-1-90GHz-8GB-RAM-256GB-SSD-Windows-10-Pro/233485806323?hash=item365cd6aaf3:g:qA4AAOSwFFBeOdvE
379,Ultra thin  Carbon X1  I5 3. gener:  HDD  UMTS ,Pre-Owned,From Germany,6304.44,0,0,https://www.ebay.com/itm/ULTRADUNNES-LENOVO-CARBON-X1-INTEL-I5-3-GENER-SSD-HDD-WEBCAM-UMTS-FINGERPRINT/163808078813?hash=item2623b8ebdd:g:Yz0AAOSwtjBdSt2n
234, X1 Carbon   1.6GHz  i5 128GB HDD 8GB RAM 10 (Grade C),Refurbished,From United States,6267.03,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-14-Laptop-1-6GHz-Core-i5-128GB-HDD-8GB-RAM-Windows10-Grade-C/383253818520?_trkparms=ispr%3D1&hash=item593bb52c98:g:dE8AAOSwM0VdwyyQ&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qVhBHp4EcSDFWRGWw3Y2Hx6uPCHf1Rj0BVVu2OEWhFsg5mRpmVncjAsJ%2BaAVHyoyKSZ%2F4ODhJ%2FTLYIoNiJsUrpouTgy2HkBvrn7Fp6BYxKKj3uULx8moC0tQ8FLGtH0LEBGmPn8WEX7Wfb6L4sFESieixSOW6wzsSnf5d732ifX%2BfpnsHB36t2A1YTeT8L5uC8%2Bnf0K0tZWjRucRqndLSvLIF9PsJTO5fp90SoSBc2OQ8LCqWHqlo1fcQcaL8LcRka0h84h28DyIb7YbwBGYchBap3C3RCupWpJk0O6JjgZrxiiPRBYEtKrldmUwSy%2B4mPSYO4SxKJnvBOJWUBugMgo5y6swpuoRKkK5dgo6dD7mAK61UonUnAdFyBbkjShk3M7Tszt22TlWt3tiCO270exCTlceEQ%2BP3uyOxTZ0%2FHh21UMyiMpL%2FntyYilIHI9V7GBqXJb8lgTivWOwSSJ4HvuBebY5YCqdzCc%2FuZKOuvfZkTQF9ktdj5y1kZEZ3SW7OrcyVofnoFtsZgGsHpwm%2BOkzNfsOBc5JWbQlkkaTzhrD7b4iRwAsnC7sg68bkZkg9XPQ%2FdSK4ubk%2FeP8x1wyUMNM4KoLzQfqUN5FSD1qsmVlEQlwyLOOoyw7tjHrrTqyC6f9pmRjfpEYePW24qo5QJLH9Gf0S3Cl7lCM2QGvYZlMCdb01WHYm%2BkPzFWamTcMkqbmL3dXdCV7hoxN9Df86S2ms8relpuxMjBuJuG9pidng%3D%3D&checksum=383253818520ee46255f198446a48c042b2372aef18f
137," X1 Carbon 2  i5 1,60Ghz 8GB 180 14  1600x900  Wind 10",Refurbished,From Germany,6178.6,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-2-Core-i5-1-60Ghz-8GB-180SSD-14zoll-1600x900-WEB-CAM-Wind-10/202655028152?hash=item2f2f2e53b8:g:B64AAOSwfOBd75RU
1236,"NICE  X1 Carbon i7 vPRO, 2.0GHz, 8GB RAM, 237GB HDD, , NEW OE AC",Refurbished,From United States,6151.2,0,0,https://www.ebay.com/itm/NICE-lenovo-X1-Carbon-i7-vPRO-2-0GHz-8GB-RAM-237GB-HDD-Windows-10-NEW-OE-AC/383395288302?hash=item594423d4ee:g:1rEAAOSw0dZeMLqD
1068,"NICE  X1 Carbon i7 vPRO, 2.0GHz, 8GB RAM, 237GB HDD, , NEW OE AC",Refurbished,From United States,6151.2,0,0,https://www.ebay.com/itm/NICE-lenovo-X1-Carbon-i7-vPRO-2-0GHz-8GB-RAM-237GB-HDD-Windows-10-NEW-OE-AC/383395288302?hash=item594423d4ee:g:1rEAAOSw0dZeMLqD
170," X1 Carbon  , i7 2.1GHz, 8GB RAM, No HDD, No OS, Ref 1629",Refurbished,From United Kingdom,6042.27,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-14-Laptop-i7-2-1GHz-8GB-RAM-No-HDD-No-OS-Ref-1629/324063312712?hash=item4b73adbb48:g:QbYAAOSwLAReJwVd
1182,With free mouse!  X1 Carbon  ,Pre-Owned,From Australia,5963.99,0,0,https://www.ebay.com/itm/With-free-mouse-Lenovo-X1-Carbon-Thinkpad-Ultrabook/233491189677?hash=item365d28cfad:g:IpYAAOSwBTleQUvY
1350,With free mouse!  X1 Carbon  ,Pre-Owned,From Australia,5963.99,0,0,https://www.ebay.com/itm/With-free-mouse-Lenovo-X1-Carbon-Thinkpad-Ultrabook/233491189677?hash=item365d28cfad:g:IpYAAOSwBTleQUvY
525," x1 Carbon  i5 1,90ghz 4gb 128gb  14 Zoll 1600x900 ",Pre-Owned,From Germany,5810.41,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbonio-Core-i5-1-90ghz-4GB-128gb-SSD-14zoll-1600x900-Web-Cam/202903295174?hash=item2f3dfa94c6:g:twgAAOSwJRld7sBV
1153,  X1 Carbon i7 8GB with ,Pre-Owned,From United States,5779.81,0,0,https://www.ebay.com/itm/Lenovo-Lenovo-X1-Carbon-i7-8GB-with-Windows-10/254519594718?hash=item3b428ccede:g:WE0AAOSwJjFeADR1
1322,  X1 Carbon i7 8GB with ,Pre-Owned,From United States,5779.81,0,0,https://www.ebay.com/itm/Lenovo-Lenovo-X1-Carbon-i7-8GB-with-Windows-10/254519594718?hash=item3b428ccede:g:WE0AAOSwJjFeADR1
117," X1 Carbon  i5 1,90ghz 4GB 128gb  14  1600x900 ",Pre-Owned,From Germany,5674.22,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-Core-i5-1-90ghz-4GB-128gb-SSD-14zoll-1600x900-WEB-CAM/123757234313?hash=item1cd0818889:g:twgAAOSwJRld7sBV
870,"  t440s  i5 1,6ghz, 8gb 128gb  14 Zoll  UMTS",Refurbished,From Germany,5655.56,0,0,https://www.ebay.com/itm/Lenovo-THINKPAD-T440s-Core-i5-1-6Ghz-8GB-128GB-SSD-14zoll-Windows-10-Umts/124082786962?hash=item1ce3e91292:g:YMcAAOSwfjBcflqL
418,LENOVO X1 Carbon 2ND GEN 20A7002QUS   i7 2.10GHz 8GB Ram [ Video],Pre-Owned,From United States,5569.74,Pre,0,https://www.ebay.com/itm/LENOVO-X1-Carbon-2ND-GEN-20A7002QUS-Intel-Core-i7-2-10GHz-8GB-Ram-Intel-Video/333506877851?hash=item4da68f199b:g:EvEAAOSwq1NePEyY
443,LENOVO X1 Carbon 2ND GEN 20A7002QUS   i7 2.10GHz 8GB Ram [ Video],Pre-Owned,From United States,5569.74,Pre,0,https://www.ebay.com/itm/LENOVO-X1-Carbon-2ND-GEN-20A7002QUS-Intel-Core-i7-2-10GHz-8GB-Ram-Intel-Video/333506877851?hash=item4da68f199b:g:EvEAAOSwq1NePEyY
795,"  T440s  i5 1,6Ghz, 8GB 128GB  14   UMTS",Refurbished,From Germany,5522.91,0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-T440s-Core-i5-1-6Ghz-8GB-128GB-SSD-14zoll-Windows-10-UMTS/123762761383?hash=item1cd0d5dea7:g:YMcAAOSwfjBcflqL
179," X1 Carbon 2  i5 1,90ghz 8GB 180 14  1600 x 900  4G LTE",Refurbished,From Germany,5422.04,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-2-Core-i5-1-90ghz-8GB-128SSD-14zoll-1600-x-900-WEB-CAM-4G-LTE-B/123751532968?hash=item1cd02a89a8:g:9hYAAOSwi5dcx0~K
1335,"  x1 carbon i5 1,8ghz 8gb 180gb ssd  1600x900 win7 3460-5s5 b",Pre-Owned,From Germany,5396.82,Len,0,https://www.ebay.com/itm/Lenovo-THINKPAD-X1-Carbone-i5-1-8Ghz-8Gb-180Gb-SSD-14-1600x900-Win7-3460-5S5-B/303288545855?epid=1374921084&hash=item469d67f23f:g:EV4AAOSwFpVbXxnw
1166,"  x1 carbon i5 1,8ghz 8gb 180gb ssd  1600x900 win7 3460-5s5 b",Pre-Owned,From Germany,5396.82,Len,0,https://www.ebay.com/itm/Lenovo-THINKPAD-X1-Carbone-i5-1-8Ghz-8Gb-180Gb-SSD-14-1600x900-Win7-3460-5S5-B/303288545855?epid=1374921084&hash=item469d67f23f:g:EV4AAOSwFpVbXxnw
1192,GRADE C - BULK - 3 x LENOVO i5 X1 CARBON LAPTOPS WITH FAULTS,Refurbished,From Australia,5365.9,0,0,https://www.ebay.com/itm/GRADE-C-BULK-3-x-LENOVO-i5-X1-CARBON-LAPTOPS-WITH-FAULTS/264310473857?hash=item3d8a21c481:g:HCwAAOSwojBdRIHs
1361,GRADE C - BULK - 3 x LENOVO i5 X1 CARBON LAPTOPS WITH FAULTS,Refurbished,From Australia,5365.9,0,0,https://www.ebay.com/itm/GRADE-C-BULK-3-x-LENOVO-i5-X1-CARBON-LAPTOPS-WITH-FAULTS/264310473857?hash=item3d8a21c481:g:HCwAAOSwojBdRIHs
286,  X1 Carbon  i7 CPU  Hard Drive  Bag Only 3lbs!,Refurbished,From United States,5337.62,0,0,https://www.ebay.com/itm/Lenovo-Thinkpad-X1-Carbon-Laptop-i7-CPU-SSD-Hard-Drive-Windows-10-Bag-Only-3lbs/133232896783?hash=item1f054cab0f:g:MsYAAOSwxs9dKRcP
20,PC  x1 Carbon g1   CPU i5 RAM 4gb No HDD lent Condition,Refurbished,From Italy,5295.94,0,0,https://www.ebay.com/itm/PC-LENOVO-X1-CARBON-G1-ULTRABOOK-14-CPU-I5-RAM-4GB-NO-HDD-OTTIME-CONDIZIONI/153844095283?hash=item23d1d29933:g:lt8AAOSwcOBeU-Gb
968,"  X1 Carbon i5 1,8Ghz 8Gb 180Gb   1600x900  3460-5S5 B",Pre-Owned,From Germany,5018.54,0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-i5-1-8Ghz-8Gb-180Gb-SSD-14-1600x900-Win7-3460-5S5-B/113891689208?hash=item1a847942f8:g:EV4AAOSwFpVbXxnw
25,   Carbon X1 ,Pre-Owned,From United Kingdom,4834.06,0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-Carbon-X1/293467870906?hash=item44540c56ba:g:qz8AAOSwhe9eQBpt
878," THINKPAD Yoga 11e   N2940 1,83GHz 180  Touchscreen Conver",Refurbished,From Germany,4768.49,0,0,https://www.ebay.com/itm/Lenovo-THINKPAD-Yoga-11e-Quad-Core-N2940-1-83GHz-180SSD-HDMI-Touchscreen-Conver/143524225037?hash=item216ab5e00d:g:4n0AAOSwHCNeU55u
887,"  Yoga 11e   N2940 1,83GHz 180  Touchscreen Konver",Refurbished,From Germany,4766.35,0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-Yoga-11e-Quad-Core-N2940-1-83GHz-180SSD-HDMI-Touchscreen-Conver/264505108263?_trkparms=ispr%3D1&hash=item3d95bba727:g:4n0AAOSwHCNeU55u&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qXBZxVlHM%2FSruwyusakIot3qfJ%2BMnezRYuUsPSTXLpcK9%2B%2B5qr0IEq9bvNxc%2FfsVnGfDbDrpJbK9ruEsO4x71GtV3NGtrgwozTIa2GSzBnSvBqbU93a3n%2FvAwVKZqe7bt8EBTbc4fI6bqW4wbgv68ImbR4wPjbMHimwNjGAgNRkA51uHg8YLKuEvjuHA9gG6jCK1RS1axpbupIbIyLJ6UH6g%2BYyLa45REs%2Br%2BO6o286lF3Iy5Ixx%2F%2FKM1bfwKpc9LyLaC8tuwS7Sl%2FTzK5PH1v6d6LiQ9cegS%2BUqA8gr0Cf4B0pnwDFAVxCxNn6R9vDB1iLIEhOF6XCI%2FUPt72hGhfQuhIEuS1Zd5mtQZLQmRXTwlQe5YBfourAXY2W3f42O6yCqYzeOp5LA5qwJgV9jVD6v3boHMCJeJi0nLRJHmo5pATQlLBxLmeWN43%2BSm0SELI3bVhBhD2ZGMyw%2FNKR0us2EhUaTAC1Fhi8Eexr3WFB8hbUqArtCNT%2BB0bZlVgk89sCYucSXZ%2BqVTzcxpJKEZaMMYdHCPtSRLyMboYCCOSws9GSQgkRRPDDvF1jeJ6Pop5Xd68wxJBGWW9XfURkfyvaKla6%2B8WeC2SxoGnE6MnTs5nvE1pRRd2GU%2FNwWzk9Uqod%2B%2FKV3%2B8FDUiDhpydT%2BZzTAj2BnSDwE90bW2VkvQW2TybqJs4884eLqRrPENonPanMJbSZw%2Bq4yi%2Fxg72UMM05SrB9ClBl585VtPhC7wu9g%3D%3D&checksum=26450510826310845e97e452410fa8832031afc6a993
426, X1 Carbon 20A8-S1VE00   1.6GHz  i5 8GB RAM Grade C See Notes,Pre-Owned,From United States,4642.42,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-20A8-S1VE00-14-Laptop-1-6GHz-Core-i5-8GB-RAM-Grade-C-See-Notes/383213424823?_trkparms=ispr%3D1&hash=item59394cd0b7:g:WSoAAOSwwz9daDM9&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qVwlzMlxTmAiQjY8jTgIjaFqN3eYMC7Nw6jkg%2Bsidv%2BL8ZW9pjsKT5bXA96i3vfSnWoa3HYU7pTxUaG68rCMrbgmXi%2Be2JhUg%2BRwc6Kun2XBg8p37%2BbIkfWSNVpkB%2BKiD6UoSMc5dNxcLTAoLpldVbts42asMYztt%2Fg6fo1snKfYxMt%2F167ubECZq2sujPF0KlHrTCl5NGgeHeW2qi4zMMtcFyoXdaiM113Wqjm082sGpeB16gX8YSafgGRBQ6TCZp3zbPJY8RiMRfZoJgKDflNgwJ71GBnG26LP3m7%2Bh9A3LZ9YufkttFIKzzEn%2FnJj56xOkEJnUBZ6L18xTs7kzSGIIErMYnYoI6JljF0TanWmYt2evk6WuBs0ZsPLVAAR%2FcwNsuoAPVwD%2BLw%2FZMM%2F7VNfEIPYKA3P6C6TcZnupF4m1DY%2BntWWEut6tipGBRNq2mBBDi6L4WDLW%2FgIMcXfeDPBAMBRMuMxWkc2XzwKPfw6vhMcXEUab0L1wYgK18ahlYQE03jMhb6w2NL5o9QgWRGzWmExaHtvRW6AS9vq4pz6%2FWdxvRg4zLbllZ8%2BE1bkk%2FqaC6Yki8E%2B%2F2spZPzXPf1jCU%2F06Dw0YtSBDV9t9cI0fjTn%2BCzIHTMF5OISJTi2fZp8UPmfGgsd9G%2BvrhSxn92OrMX4vtLCgWINRUEy6qITkreJY65xHPK%2BfmfRhoOzj3cHATHcVhQ%2FYaAFaI0l%2BO8ZvEW2e99JZ4T7DZPrv4JFQ%3D%3D&checksum=383213424823b5701e5d8e504e55a6050e99b5739411
61,  X1 Carbon 8GB RAM 256GB  and Port replicator/Docking station,Pre-Owned,From United States,4642.42,Tim,0,https://www.ebay.com/itm/Lenovo-Thinkpad-X1-Carbon-8GB-RAM-256GB-SSD-and-Port-replicator-Docking-station/254523474120?hash=item3b42c800c8:g:D1wAAOSwPeBeVf2z
422, X1 Carbon 20A8-S1VE00   1.6GHz  i5 8GB RAM Grade C See Notes,Pre-Owned,From United States,4642.42,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-20A8-S1VE00-14-Laptop-1-6GHz-Core-i5-8GB-RAM-Grade-C-See-Notes/383213424823?_trkparms=ispr%3D1&hash=item59394cd0b7:g:WSoAAOSwwz9daDM9&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qVwlzMlxTmAiQjY8jTgIjaFqN3eYMC7Nw6jkg%2Bsidv%2BL8ZW9pjsKT5bXA96i3vfSnWoa3HYU7pTxUaG68rCMrbgmXi%2Be2JhUg%2BRwc6Kun2XBg8p37%2BbIkfWSNVpkB%2BKiD6UoSMc5dNxcLTAoLpldVbts42asMYztt%2Fg6fo1snKfYxMt%2F167ubECZq2sujPF0KlHrTCl5NGgeHeW2qi4zMMtcFyoXdaiM113Wqjm082sGpeB16gX8YSafgGRBQ6TCZp3zbPJY8RiMRfZoJgKDflNqcfTo6P3rriObygRloHHCm6WmRI%2FKS5CpjmQ0awdF5zTXypcCgF7LFMVUxbt81xF3t53jzNzDzdq6W4MTcaRbIY0ns8a2ZDD21OYzjvGB8FYOOntoZkNNIFe4hdvtCfNAbUL7Iy4svsBIlDxn04C%2FIqvc6mh7hvFRHxLuTziYj26UqIK0x31PALQrPEbBbOZ%2Bw%2F6%2B7Kfu35FFvdknjzinKpM%2BmasLIrtWzsa0gcJn2s65aOZdJtez3gzXJLCL0DVmD36B%2BW94mz0bk9bR%2BXyJV%2BsvVXTmJrMTYTYyss4eti5pgYylG7%2BXgVKNTnK5EKLhfTlE9Bg4dHsgkYTynBeWm5CHwOM6KzPefvzNebAwwJIkUuYbX%2FlTAwxEsp%2BggOgHhNGfcZD%2FjXmE%2F69exDNuc7eATyPI4RGHLo7wWeE2Nv1isq7YSyT34kGtjWr9VlacWUuQzecXKAi2yRCv0lXBw%3D%3D&checksum=383213424823ee46255f198446a48c042b2372aef18f
634, X1 Carbon 20A8-S1VE00   1.6GHz  i5 8GB RAM Grade C See Notes,Pre-Owned,From United States,4410.3,0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-20A8-S1VE00-14-Laptop-1-6GHz-Core-i5-8GB-RAM-Grade-C-See-Notes/372805474876?_trkparms=ispr%3D1&hash=item56ccf01a3c:g:zNUAAOSwoNBdpiBK&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qUPexMSbPz08uetIHhB%2FSk9QCIRRxjOQ7fyg6FTM2C9foLJt%2B3uUFSkVBdm%2BVmAtjrxX22sQ%2FQr90PBPpErBnPyuRDl%2BXfFZuqCUSRKgGs0%2BO1g9WI72cDgrgvdKP3RmsrDnA7rBh%2BESX0VBlbQEDvqg2d23Fe%2FsXGS4ioEHkmCBsSb2i81gFARdzbxchtJUWDzjFyCmNUVWJvle3tqKfTDyCcQEec%2B30Jr3Y2tW1Dfur%2BlBkmw05%2BO7VTqmXURnLb4hm8JK%2FkQ%2BK%2Fx0x5yADpHJukJ9FkjN08QpkfUDf7AlHkYA9VJi9WFtrVAv7LjpuycNRj7Sjd3G3cDy5qiZhYReFJT0LRRDiMB4jDz80EPQvm1JCNEco8vEJos%2FtXq%2Bz70Hm6nas8MkU72w%2BpfuccG7rrMzgXw6U87GRAfhpa5xxaJrdwkUsnCZfb3GF%2FO2j1hyjBW9BaKhRJ9o5qglLxLY%2F1CUQxQlAs53%2Bd38l%2FyAGgG%2FnrJjGHPMw1CppqPNHKJf6zp84tO1ppckjnONL2Kj3vpU%2BnWo9ehTQqy9wflraFr3uuYFJlojnniFtMlCm3lWu8vBa%2BYwccAtMQLLG%2BGSG%2FnUMH4y42%2FoYl2Aw0s85bwEc12Gr2QkCbk7kR5QqKRqoS%2Bw4reu1mP3dwuov11oUSCaT3tviOMSaO3CHB4tUfNb8hds9BcpyMsx90TGwFdcv%2FKWMw9spnmgDGqa%2BgIG6JaDWN%2B%2BEJ%2F4ceuEJm4AA%3D%3D&checksum=372805474876b5701e5d8e504e55a6050e99b5739411
54,  X1 Carbon   i5 2.90Ghz 14' Full HD 1920x1080  PRO,Pre-Owned,From United States,4410.3,Tim,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-laptop-Core-i5-2-90Ghz-14-Full-HD-1920x1080-SSD-PRO/223924883649?hash=item3422f690c1:g:tdYAAOSwMDpeSLiL
884,"  Yoga 11e   N2940 1,83GHz 4GB 500gb  Touch Screen",Pre-Owned,From Germany,4161.1,0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-Yoga-11e-Quad-Core-N2940-1-83GHz-4GB-500gb-HDMI-Touchscreen/202793684244?hash=item2f37720d14:g:wEwAAOSwvJVdnzpG
886,"  t440   i5 1,90ghz 4gb 128gb  14,4 Zoll Web B",Pre-Owned,From Germany,4002.72,0,0,https://www.ebay.com/itm/Lenovo-THINKPAD-T440-Intel-Core-i5-1-90GHz-4GB-128GB-SSD-14-4zoll-Web-B/124054804591?hash=item1ce23e186f:g:29EAAOSw--9dg4nP
187,LENOVO X1 CARBON 2ND GEN  | i5 1.90GHz | 8GB RAM | 256GB  | 1600 x 900 | ,Pre-Owned,From United States,3945.82,0,0,https://www.ebay.com/itm/LENOVO-X1-CARBON-2ND-GEN-14-i5-1-90GHz-8GB-RAM-256GB-SSD-1600-x-900/174182638203?hash=item288e18227b:g:8F8AAOSwE19eOyXr
732,NEW ORIGINAL LENOVO X1 CARBON PALMREST TOUCHPAD & FINGERPRINT 01LX508-NEW  ,Brand New,From United States,3944.89,0,0,https://www.ebay.com/itm/NEW-ORIGINAL-LENOVO-X1-CARBON-PALMREST-TOUCHPAD-FINGERPRINT-01LX508-NEW/323429461591?hash=item4b4de5ee57:g:IxIAAOSwLs5aoA5K
651,"  T440   i5 1,90GHz 4GB 128GB  14,4  Web B",Pre-Owned,From Germany,3908.91,0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-T440-Intel-Core-i5-1-90GHz-4GB-128GB-SSD-14-4zoll-WEB-B/123767722771?_trkparms=ispr%3D1&hash=item1cd1219313:g:29EAAOSw--9dg4nP&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qU8a3JEot6CChg86eTgsvZHBh9QTLPDj3L42UPnOw3av1lXWiUGolOT6USArjmyau6xvXUHSevu%2F%2FeZ4%2Fr53ZLwx8a0OcVEsiaodlYd3XsfJ2TeyfQuNteUQqkDkztuwxteE2WQrtWpnQtxlwNtk5SiJJ%2FXLc0dKYx3j%2F0kuOKdxvMRYCM4IdkOzDGx9jqungYfKJqNkod%2BYQwDcS8JOr45JQFQvUsTWEHqT%2BZ3cPwhEKYvQerPjV6yCegutHMgX1gEParhut3dOyY0JDI%2BV4ToVpbC41xe5ar05chjPp7ocwmVN3OJptuZMQMTsJ0BT5TFsx9kTFT6FahzShGLe1vAKJrbldVBV5zFWdCk1CLuZiNxzKZ2ZtNmHGw0N%2FfKtvDyWFZI5Ahk3GRYqbbXrRHX%2BDkPwvQgMMgqLSPfCXdn1%2Bq1TxjhgbMkY3PdFZyUTQ4obUrl%2BTMzesV8%2FSjIjq2UtkmTpjVi0Ew4IiC06j8Etl5CJpL4O2tvaDwMhtPSdryMvkzrWyq9OiZRxWnbraNZBS6McTQ%2FAfz8TjoCbp794UHxh1ajBxUwDWS7a7Qtcc9MnhA%2BlZMshw96G8H1BqLUCeM4HxNq1Ko2cLFTHQMkpXDBIFg4TdaPmPrs%2FAbvl9Yo1lpNcnboGSHF3MYinNn4NsQAXnGSLJq9fKm3B0aGNLTJ6pqnE0wL9z%2B%2Fb1F%2Fbb0%2BuPL%2F82wLlZYZuIZBZxpNUqrP6bXThFCeFSJKxmvQVQ%3D%3D&checksum=12376772277108b6eba487484f418d7ea947f53ff6ad
872, Yoga 11e  N2940 1.83 GHz 4 GB 128 GB  IPS Touchscreen  ,Pre-Owned,From Germany,3810.81,0,0,https://www.ebay.com/itm/Lenovo-Yoga-11e-Intel-N2940-1-83-GHz-4-GB-128-GB-SSD-IPS-Touchscreen-Webcam-HDMI/362876760865?_trkparms=ispr%3D1&hash=item547d23f321:g:lcEAAOSwzVdeFzMH&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qXvu45D2b%2Bw8pycdrwi1x6xjFAMy20jaoWZ8jn7NDMm%2F2Rf1rNVEFkCOkYYXDFgh9kCyW2nMpvN0uVIcDxqYK9iDroJzYZjEflP2xx4HrzwB%2BiBNdYusBI%2FU7a5%2FjjxQwN2OgXXIJUk%2Bv0GO7LtC9pj2QIxAtEDtB8A%2BW4eTL%2FuFfCBb3P5O4NVw3kGSSKDHBdA0A%2FHAf2Nt%2FG9cvGpPkLWfGRaFQpCIBGw7XVm9MiTneiX0EtBe0EPrCoGE8HeTwtBixru54H%2FrcqijKbMNso89iuaF36WiuWIxY6EmnqDcGkoX4cewKJ0wcYSTpFbMyhqyV4cUn4K8GP%2BkjmqNR9WmBisJsSOGwBYIU2iK2gcFtisFjcW9M6ZlOYBWF1sojee5zmMJQDpbK3%2B2GvMgDcHhmiSZDHMp4k3ihwMwG2I9bc0eYcRBYOiiuwQv0m4vpi1rZLF4KDGNBZAXmotBd3wM2Eh0n9W7kHSEwOtUIvtd%2F2Fz3xj8ZwqjVxkrmIP532dyQ6QPUPBow5zlWKgeusd3ui8OUr%2FmXqRteJMqiwEerJmBpLVIcybI0itaOycBIAwOVTpwZl0DRP2C6QxMut0fM5YBfqZHU%2BYLmqu6tge1eygyLPaQ2GuItQ47qamGRQjrSfpt9kCDeUEggFjkWGvnJLUiZ45jy3isHR1DHCi%2FnAt7IExr%2B%2FMOJYXG%2Fu8NsaaelgI7chFdsjfKXPlEF%2BKcKUa9b7meQLozZiDkcNv8g%3D%3D&checksum=36287676086510845e97e452410fa8832031afc6a993
680,"  X1 Carbon  i5 1.8GHz 4GB ""NO HDD""  NO BATTERY NO AC",Pre-Owned,From United States,3767.79,4.5,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-14-i5-1-8GHz-4GB-NO-HDD-Laptop-NO-BATTERY-NO-AC/401819922996?epid=20031092292&hash=item5d8e557234:g:v6MAAOSwIXNc3Et6
